observation_id,vec_analog_video_texture,vec_atmospheric_haze_response,vec_black_level,vec_bokeh_softness,vec_diffusion,vec_edge_softness,vec_exposure_bias,vec_final_bloom,vec_fine_detail_rolloff,vec_global_contrast,vec_grain_structure,vec_halation,vec_highlight_bloom,vec_highlight_color_bias,vec_highlight_rolloff,vec_key_to_fill_ratio,vec_microcontrast,vec_optical_softness,vec_shadow_density,vec_source_hardness,vec_telecine_softness,vec_veiling_glare,vec_vhs_bandwidth_loss
obs_0112,0.0000,0.0000,0.5800,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.6000,0.0000,0.4500,0.6800,0.5000,0.0000,0.4500,0.0000
obs_0113,0.0000,0.0000,0.5800,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.6000,0.0000,0.4500,0.7600,0.5000,0.0000,0.4500,0.0000
obs_0114,0.0000,0.0000,0.5800,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.6000,0.0000,0.4500,0.7600,0.5000,0.0000,0.4500,0.0000
obs_0115,0.0000,0.0000,0.5800,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.6000,0.0000,0.4500,0.6600,0.5000,0.0000,0.4500,0.0000
obs_0116,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0117,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0118,0.0000,0.0000,0.8000,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.5000,0.0000
obs_0119,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0120,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0121,0.0000,0.0000,0.5800,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0122,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0123,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0124,0.0000,0.0000,0.6600,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0125,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0126,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0127,0.0000,0.0000,0.6000,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0128,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0129,0.0000,0.0000,0.7400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0130,0.0000,0.0000,0.6400,0.0000,0.4500,0.0000,0.5500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0131,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0132,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0133,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7800,0.0000,0.4500,0.5800,0.5500,0.0000,0.4500,0.0000
obs_0134,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0135,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0136,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.8000,0.0000,0.4500,0.5800,0.7800,0.0000,0.4500,0.0000
obs_0137,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0138,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0139,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.6600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0140,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0141,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0142,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.5500,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0143,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0144,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.7600,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0145,0.0000,0.0000,0.5500,0.0000,0.4500,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.0000,0.4000,0.6800,0.0000,0.4500,0.5800,0.5000,0.0000,0.4500,0.0000
obs_0146,0.0000,0.0000,0.6000,0.5500,0.6000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,0.6600,0.0000,0.5000,0.5800,0.7000,0.7200,0.6800,0.5500,0.0000,0.0000,0.0000
obs_0147,0.0000,0.0000,0.6000,0.5500,0.6000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,0.6600,0.0000,0.5000,0.5800,0.7000,0.7200,0.6800,0.5500,0.0000,0.0000,0.0000
obs_0148,0.0000,0.0000,0.6000,0.5500,0.6000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,0.6600,0.0000,0.5000,0.5800,0.7000,0.7200,0.6800,0.5500,0.0000,0.0000,0.0000
obs_0149,0.0000,0.0000,0.6000,0.5500,0.6000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,0.6600,0.0000,0.5000,0.5800,0.7000,0.7200,0.6800,0.5500,0.0000,0.0000,0.0000
obs_0150,0.0000,0.0000,0.6000,0.5500,0.6000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,0.6600,0.0000,0.5000,0.5800,0.7000,0.7200,0.6800,0.5500,0.0000,0.0000,0.0000
obs_0151,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0152,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0153,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.8200,0.6000,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0154,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0155,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0156,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7200,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0157,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0158,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0159,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.5600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0160,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0161,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0162,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.8000,0.5800,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0163,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0164,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7800,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0165,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.7000,0.6200,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0166,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0167,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0168,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7800,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0169,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0170,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0171,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7000,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0172,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0173,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0174,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5500,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0175,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0176,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0177,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5600,0.8000,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0178,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0179,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.7600,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0180,0.0000,0.0000,0.0000,0.0000,0.4500,0.0000,0.0000,0.4500,0.0000,0.0000,0.0000,0.5800,0.6800,0.0000,0.4500,0.4000,0.0000,0.5000,0.4000,0.0000,0.0000,0.4500,0.0000
obs_0181,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7600,0.0000,0.5500
obs_0182,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.6200,0.0000,0.5000
obs_0183,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.6400,0.0000,0.5000
obs_0184,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0185,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.6200,0.0000,0.0000,0.7000,0.0000,0.5000
obs_0186,0.7800,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0187,0.7200,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0188,0.7400,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0189,0.7000,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0190,0.8000,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.6600,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0191,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0192,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0193,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0194,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0195,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0196,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0197,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0198,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0199,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0200,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0201,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0202,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0203,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0204,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0205,0.5500,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.5000,0.0000,0.4500,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.7200,0.0000,0.5000
obs_0206,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0207,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0208,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0209,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
obs_0210,0.7600,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.4500,0.0000,0.5000,0.3500,0.3500,0.0000,0.0000,0.0000,0.4000,0.5800,0.0000,0.0000,0.5500,0.0000,0.5000
